Image,actual_label,predicted_label,generated_caption,Description
Ectreposbastes imus_dorsal_Sp2_L_dorsal (20).tif,Ectreposbastes imus,Hoplostethus sp,"Type: Sagittal. Side: Right otolith. Shape: irregular, irregular margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, strongly curved. Anterior region: irregular, rostrum blunt and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (3).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (4).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (5).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (6).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (7).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (8).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
AI10L 0.75X.tif,Grammoplites suppositus,Neomerinthe erostris,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved, ending far from the posterior margin. Anterior region: angled to irregular, rostrum blunt, antirostrum blunt, excisura wide with wide shallow notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round to angled, rostrum round and antirostrum poorly defined or round, excisura wide with wide, shallow notch . Posterior region: double-peaked."
AI23 0.75XDORSAL1.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI23R 0.75X.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide, shallow notch. Posterior region: Blunt.","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI26R 0.75X.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: round,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI35R 0.75X.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide, shallow notch. Posterior region: Round.","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum round and antirostrum slightly angled or poorly defined, excisura narrow with wide, shallow notch. Posterior region: blunt."
AI3R .75X.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: triangular to spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: double-peaked."
AI4.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide, deep notch. Posterior region: Blunt.","Type: Sagittal. Side: Right otolith. Shape: fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: double-peaked, rostrum double-peaked and antirostrum blunt to angled, excisura wide with wide, shallow notch. Posterior region: blunt."
AI44R 0.75X.tif,Grammoplites suppositus,Sorsogona tuberculata,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum pointed and antirostrum poorly developed or blunt, excisura moderately wide with shallow, wide notch. Posterior region: blunt to round.","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: round."
AI50L 0.75X.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: Fusiform, sinuate to entire dorsal and sinuate to entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: blunt, rostrum blunt and antirostrum poorly defined or blunt, excisura moderately wide with wide shallow notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI53R 0.75X.tif,Grammoplites suppositus,Grammoplites suppositus,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: round,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: angled."
AI58R 0.75X.tif,Grammoplites suppositus,Sorsogona tuberculata,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, entire to sinuate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum pointed and antirostrum poorly defined or blunt, excisura moderately wide with wide, shallow notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum round, excisura wide with wide, shallow notch. Posterior region: double-peaked."
