image_path,actual_label,predicted_label,generated_caption
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp1_Image012.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp1_Image013.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image001.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Left otolith. Shape: oval, lobed to serrate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image002.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image003.tif,Oreochromis sp,Brachypterois serrulata,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt to poorly defined, notch absent. Posterior region: blunt.
Class detected:Brachypterois serrulata"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image004.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt, excisura wide with a shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image005.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum round and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image006.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image007.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp2_Image008.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image001.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image002.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region:blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image003.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image004.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image005.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image006.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: double-peaked.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image007.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image008.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image009.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum peaked, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image010.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura short with acute, shallow notch. Posterior region: round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp3_Image011.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image001.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum peaked and antirostrum blunt to poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image002.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image003.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt to flattened.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image004.tif,Oreochromis sp,Brachypterois serrulata,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt to poorly defined, notch absent. Posterior region: blunt.
Class detected:Brachypterois serrulata"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image005.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum pointed, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image006.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt to round and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image007.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image008.tif,Oreochromis sp,Neomerinthe erostris,"Type: Sagittal. Side: Right otolith. Shape: elliptical, lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved, slightly concave ventrally, ending far from the posterior margin. Anterior region: angled to peaked, rostrum blunt, antirostrum blunt, excisura moderately narrow with wide shallow notch. Posterior region: blunt.
Class detected:Neomerinthe erostris"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp4_Image009.tif,Oreochromis sp,Neomerinthe erostris,"Type: Sagittal. Side: Right otolith. Shape: elliptical to oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved, slightly concave ventrally, ending far from the posterior margin. Anterior region: angled to peaked, rostrum blunt, antirostrum blunt, excisura moderately narrow with wide shallow notch. Posterior region: blunt.
Class detected:Neomerinthe erostris"
/home/reshma/Otolith/captioning/otolith/OOD_final/Oreochromis sp/L_O_sp5_Image001.tif,Oreochromis sp,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
